Descriptor,Enzyme,model,scaler,split,Accuracy,criterion,n_estimators
ECFP4,RT,rfc,std,3,0.9496704613541044,entropy,1000
ECFP4,RT,rfc,std,3,0.950569203115638,entropy,1500
ECFP4,RT,rfc,std,3,0.9484721390053924,entropy,2000
ECFP4,RT,rfc,std,3,0.9490713001797484,log_loss,100
ECFP4,RT,rfc,std,3,0.9475733972438586,log_loss,500
ECFP4,RT,rfc,std,3,0.9478729778310364,log_loss,1000
ECFP4,RT,rfc,std,3,0.9499700419412822,log_loss,1500
ECFP4,RT,rfc,std,3,0.9496704613541044,log_loss,2000
ECFP4,RT,rfc,std,4,0.9466746554823248,gini,100
ECFP4,RT,rfc,std,4,0.9478729778310364,gini,500
ECFP4,RT,rfc,std,4,0.9469742360695028,gini,1000
ECFP4,RT,rfc,std,4,0.9481725584182144,gini,1500
ECFP4,RT,rfc,std,4,0.9487717195925705,gini,2000
ECFP4,RT,rfc,std,4,0.9487717195925705,entropy,100
ECFP4,RT,rfc,std,4,0.9469742360695028,entropy,500
ECFP4,RT,rfc,std,4,0.9487717195925705,entropy,1000
ECFP4,RT,rfc,std,4,0.9487717195925705,entropy,1500
ECFP4,RT,rfc,std,4,0.9481725584182144,entropy,2000
ECFP4,RT,rfc,std,4,0.9490713001797484,log_loss,100
ECFP4,RT,rfc,std,4,0.9484721390053924,log_loss,500
ECFP4,RT,rfc,std,4,0.9496704613541044,log_loss,1000
ECFP4,RT,rfc,std,4,0.9466746554823248,log_loss,1500
ECFP4,RT,rfc,std,4,0.9487717195925705,log_loss,2000
ECFP4,RT,rfc,minmax,1,0.9523666866387058,gini,100
ECFP4,RT,rfc,minmax,1,0.9490713001797484,gini,500
ECFP4,RT,rfc,minmax,1,0.9484721390053924,gini,1000
ECFP4,RT,rfc,minmax,1,0.9481725584182144,gini,1500
ECFP4,RT,rfc,minmax,1,0.9484721390053924,gini,2000
ECFP4,RT,rfc,minmax,1,0.9532654284002396,entropy,100
ECFP4,RT,rfc,minmax,1,0.9466746554823248,entropy,500
ECFP4,RT,rfc,minmax,1,0.9493708807669264,entropy,1000
ECFP4,RT,rfc,minmax,1,0.9490713001797484,entropy,1500
ECFP4,RT,rfc,minmax,1,0.9484721390053924,entropy,2000
ECFP4,RT,rfc,minmax,1,0.9466746554823248,log_loss,100
ECFP4,RT,rfc,minmax,1,0.9466746554823248,log_loss,500
ECFP4,RT,rfc,minmax,1,0.9484721390053924,log_loss,1000
ECFP4,RT,rfc,minmax,1,0.9499700419412822,log_loss,1500
ECFP4,RT,rfc,minmax,1,0.9478729778310364,log_loss,2000
ECFP4,RT,rfc,minmax,2,0.9481725584182144,gini,100
ECFP4,RT,rfc,minmax,2,0.9493708807669264,gini,500
ECFP4,RT,rfc,minmax,2,0.9469742360695028,gini,1000
ECFP4,RT,rfc,minmax,2,0.9481725584182144,gini,1500
ECFP4,RT,rfc,minmax,2,0.9469742360695028,gini,2000
ECFP4,RT,rfc,minmax,2,0.9490713001797484,entropy,100
ECFP4,RT,rfc,minmax,2,0.9481725584182144,entropy,500
ECFP4,RT,rfc,minmax,2,0.9499700419412822,entropy,1000
ECFP4,RT,rfc,minmax,2,0.9478729778310364,entropy,1500
ECFP4,RT,rfc,minmax,2,0.9484721390053924,entropy,2000
ECFP4,RT,rfc,minmax,2,0.9484721390053924,log_loss,100
ECFP4,RT,rfc,minmax,2,0.9469742360695028,log_loss,500
ECFP4,RT,rfc,minmax,2,0.9490713001797484,log_loss,1000
ECFP4,RT,rfc,minmax,2,0.9487717195925705,log_loss,1500
ECFP4,RT,rfc,minmax,2,0.9496704613541044,log_loss,2000
ECFP4,RT,rfc,minmax,3,0.9466746554823248,gini,100
ECFP4,RT,rfc,minmax,3,0.951168364289994,gini,500
ECFP4,RT,rfc,minmax,3,0.9487717195925705,gini,1000
ECFP4,RT,rfc,minmax,3,0.9490713001797484,gini,1500
ECFP4,RT,rfc,minmax,3,0.9481725584182144,gini,2000
ECFP4,RT,rfc,minmax,3,0.9469742360695028,entropy,100
ECFP4,RT,rfc,minmax,3,0.952067106051528,entropy,500
ECFP4,RT,rfc,minmax,3,0.95176752546435,entropy,1000
ECFP4,RT,rfc,minmax,3,0.9493708807669264,entropy,1500
ECFP4,RT,rfc,minmax,3,0.9493708807669264,entropy,2000
ECFP4,RT,rfc,minmax,3,0.9481725584182144,log_loss,100
ECFP4,RT,rfc,minmax,3,0.9496704613541044,log_loss,500
ECFP4,RT,rfc,minmax,3,0.9493708807669264,log_loss,1000
ECFP4,RT,rfc,minmax,3,0.9496704613541044,log_loss,1500
ECFP4,RT,rfc,minmax,3,0.9484721390053924,log_loss,2000
ECFP4,RT,rfc,minmax,4,0.9478729778310364,gini,100
ECFP4,RT,rfc,minmax,4,0.9475733972438586,gini,500
ECFP4,RT,rfc,minmax,4,0.9466746554823248,gini,1000
ECFP4,RT,rfc,minmax,4,0.9487717195925705,gini,1500
ECFP4,RT,rfc,minmax,4,0.9463750748951468,gini,2000
ECFP4,RT,rfc,minmax,4,0.9490713001797484,entropy,100
ECFP4,RT,rfc,minmax,4,0.9481725584182144,entropy,500
ECFP4,RT,rfc,minmax,4,0.9478729778310364,entropy,1000
ECFP4,RT,rfc,minmax,4,0.9484721390053924,entropy,1500
ECFP4,RT,rfc,minmax,4,0.9481725584182144,entropy,2000
ECFP4,RT,rfc,minmax,4,0.9484721390053924,log_loss,100
ECFP4,RT,rfc,minmax,4,0.9487717195925705,log_loss,500
ECFP4,RT,rfc,minmax,4,0.9475733972438586,log_loss,1000
ECFP4,RT,rfc,minmax,4,0.9493708807669264,log_loss,1500
ECFP4,RT,rfc,minmax,4,0.9484721390053924,log_loss,2000
MIX,RT,rfc,std,1,0.9463750748951468,gini,100
MIX,RT,rfc,std,1,0.9475733972438586,gini,500
MIX,RT,rfc,std,1,0.9478729778310364,gini,1000
MIX,RT,rfc,std,1,0.9469742360695028,gini,1500
MIX,RT,rfc,std,1,0.9472738166566806,gini,2000
MIX,RT,rfc,std,1,0.9463750748951468,entropy,100
MIX,RT,rfc,std,1,0.9463750748951468,entropy,500
MIX,RT,rfc,std,1,0.9469742360695028,entropy,1000
MIX,RT,rfc,std,1,0.9478729778310364,entropy,1500
MIX,RT,rfc,std,1,0.9472738166566806,entropy,2000
MIX,RT,rfc,std,1,0.9478729778310364,log_loss,100
MIX,RT,rfc,std,1,0.9469742360695028,log_loss,500
MIX,RT,rfc,std,1,0.9487717195925705,log_loss,1000
MIX,RT,rfc,std,1,0.9460754943079688,log_loss,1500
MIX,RT,rfc,std,1,0.9469742360695028,log_loss,2000
MIX,RT,rfc,std,2,0.9424805272618334,gini,100
MIX,RT,rfc,std,2,0.9430796884361894,gini,500
MIX,RT,rfc,std,2,0.9445775913720792,gini,1000
MIX,RT,rfc,std,2,0.9436788496105452,gini,1500
MIX,RT,rfc,std,2,0.9442780107849011,gini,2000
MIX,RT,rfc,std,2,0.9460754943079688,entropy,100
MIX,RT,rfc,std,2,0.9427801078490112,entropy,500
MIX,RT,rfc,std,2,0.9442780107849011,entropy,1000
MIX,RT,rfc,std,2,0.9433792690233672,entropy,1500
MIX,RT,rfc,std,2,0.9436788496105452,entropy,2000
MIX,RT,rfc,std,2,0.9445775913720792,log_loss,100
MIX,RT,rfc,std,2,0.9436788496105452,log_loss,500
MIX,RT,rfc,std,2,0.9439784301977232,log_loss,1000
MIX,RT,rfc,std,2,0.9439784301977232,log_loss,1500
MIX,RT,rfc,std,2,0.9430796884361894,log_loss,2000
MIX,RT,rfc,std,3,0.9469742360695028,gini,100
MIX,RT,rfc,std,3,0.9478729778310364,gini,500
MIX,RT,rfc,std,3,0.9481725584182144,gini,1000
MIX,RT,rfc,std,3,0.9487717195925705,gini,1500
MIX,RT,rfc,std,3,0.9472738166566806,gini,2000
MIX,RT,rfc,std,3,0.9457759137207908,entropy,100
MIX,RT,rfc,std,3,0.9487717195925705,entropy,500
MIX,RT,rfc,std,3,0.9481725584182144,entropy,1000
MIX,RT,rfc,std,3,0.9481725584182144,entropy,1500
MIX,RT,rfc,std,3,0.9484721390053924,entropy,2000
MIX,RT,rfc,std,3,0.9490713001797484,log_loss,100
MIX,RT,rfc,std,3,0.9475733972438586,log_loss,500
MIX,RT,rfc,std,3,0.9484721390053924,log_loss,1000
MIX,RT,rfc,std,3,0.9478729778310364,log_loss,1500
MIX,RT,rfc,std,3,0.9487717195925705,log_loss,2000
MIX,RT,rfc,std,4,0.9487717195925705,gini,100
MIX,RT,rfc,std,4,0.9487717195925705,gini,500
MIX,RT,rfc,std,4,0.9463750748951468,gini,1000
MIX,RT,rfc,std,4,0.9469742360695028,gini,1500
MIX,RT,rfc,std,4,0.9463750748951468,gini,2000
MIX,RT,rfc,std,4,0.9466746554823248,entropy,100
MIX,RT,rfc,std,4,0.9463750748951468,entropy,500
MIX,RT,rfc,std,4,0.9454763331336128,entropy,1000
MIX,RT,rfc,std,4,0.9475733972438586,entropy,1500
MIX,RT,rfc,std,4,0.9469742360695028,entropy,2000
MIX,RT,rfc,std,4,0.9460754943079688,log_loss,100
MIX,RT,rfc,std,4,0.9466746554823248,log_loss,500
MIX,RT,rfc,std,4,0.9475733972438586,log_loss,1000
MIX,RT,rfc,std,4,0.9472738166566806,log_loss,1500
MIX,RT,rfc,std,4,0.9472738166566806,log_loss,2000
MIX,RT,rfc,minmax,1,0.9463750748951468,gini,100
MIX,RT,rfc,minmax,1,0.9472738166566806,gini,500
MIX,RT,rfc,minmax,1,0.9478729778310364,gini,1000
MIX,RT,rfc,minmax,1,0.9469742360695028,gini,1500
MIX,RT,rfc,minmax,1,0.9481725584182144,gini,2000
MIX,RT,rfc,minmax,1,0.9454763331336128,entropy,100
MIX,RT,rfc,minmax,1,0.9487717195925705,entropy,500
MIX,RT,rfc,minmax,1,0.9460754943079688,entropy,1000
MIX,RT,rfc,minmax,1,0.9460754943079688,entropy,1500
MIX,RT,rfc,minmax,1,0.9463750748951468,entropy,2000
MIX,RT,rfc,minmax,1,0.9460754943079688,log_loss,100
MIX,RT,rfc,minmax,1,0.9487717195925705,log_loss,500
MIX,RT,rfc,minmax,1,0.9469742360695028,log_loss,1000
MIX,RT,rfc,minmax,1,0.9484721390053924,log_loss,1500
MIX,RT,rfc,minmax,1,0.9475733972438586,log_loss,2000
MIX,RT,rfc,minmax,2,0.9433792690233672,gini,100
MIX,RT,rfc,minmax,2,0.9454763331336128,gini,500
MIX,RT,rfc,minmax,2,0.9442780107849011,gini,1000
MIX,RT,rfc,minmax,2,0.9424805272618334,gini,1500
MIX,RT,rfc,minmax,2,0.9430796884361894,gini,2000
MIX,RT,rfc,minmax,2,0.9424805272618334,entropy,100
MIX,RT,rfc,minmax,2,0.9433792690233672,entropy,500
MIX,RT,rfc,minmax,2,0.9442780107849011,entropy,1000
MIX,RT,rfc,minmax,2,0.9424805272618334,entropy,1500
MIX,RT,rfc,minmax,2,0.9433792690233672,entropy,2000
MIX,RT,rfc,minmax,2,0.9457759137207908,log_loss,100
MIX,RT,rfc,minmax,2,0.9424805272618334,log_loss,500
MIX,RT,rfc,minmax,2,0.9436788496105452,log_loss,1000
MIX,RT,rfc,minmax,2,0.9436788496105452,log_loss,1500
MIX,RT,rfc,minmax,2,0.9421809466746556,log_loss,2000
MIX,RT,rfc,minmax,3,0.9466746554823248,gini,100
MIX,RT,rfc,minmax,3,0.9493708807669264,gini,500
MIX,RT,rfc,minmax,3,0.9475733972438586,gini,1000
MIX,RT,rfc,minmax,3,0.9481725584182144,gini,1500
MIX,RT,rfc,minmax,3,0.9487717195925705,gini,2000
MIX,RT,rfc,minmax,3,0.9442780107849011,entropy,100
MIX,RT,rfc,minmax,3,0.9466746554823248,entropy,500
MIX,RT,rfc,minmax,3,0.9481725584182144,entropy,1000
MIX,RT,rfc,minmax,3,0.9475733972438586,entropy,1500
MIX,RT,rfc,minmax,3,0.9487717195925705,entropy,2000
MIX,RT,rfc,minmax,3,0.9469742360695028,log_loss,100
MIX,RT,rfc,minmax,3,0.9472738166566806,log_loss,500
MIX,RT,rfc,minmax,3,0.9481725584182144,log_loss,1000
MIX,RT,rfc,minmax,3,0.9484721390053924,log_loss,1500
MIX,RT,rfc,minmax,3,0.9484721390053924,log_loss,2000
MIX,RT,rfc,minmax,4,0.9478729778310364,gini,100
MIX,RT,rfc,minmax,4,0.9463750748951468,gini,500
MIX,RT,rfc,minmax,4,0.9475733972438586,gini,1000
MIX,RT,rfc,minmax,4,0.9472738166566806,gini,1500
MIX,RT,rfc,minmax,4,0.9472738166566806,gini,2000
MIX,RT,rfc,minmax,4,0.9460754943079688,entropy,100
MIX,RT,rfc,minmax,4,0.9457759137207908,entropy,500
MIX,RT,rfc,minmax,4,0.9472738166566806,entropy,1000
MIX,RT,rfc,minmax,4,0.9475733972438586,entropy,1500
MIX,RT,rfc,minmax,4,0.9484721390053924,entropy,2000
MIX,RT,rfc,minmax,4,0.9460754943079688,log_loss,100
MIX,RT,rfc,minmax,4,0.9469742360695028,log_loss,500
MIX,RT,rfc,minmax,4,0.9472738166566806,log_loss,1000
MIX,RT,rfc,minmax,4,0.9475733972438586,log_loss,1500
MIX,RT,rfc,minmax,4,0.9463750748951468,log_loss,2000
