Descriptor,Enzyme,model,scaler,split,Accuracy,C,degree,kernel
MIX,PR,svc,std,1,0.970033832769454,8.0,0,sigmoid
MIX,PR,svc,std,1,0.971967133881102,8.0,4,poly
MIX,PR,svc,std,1,0.971000483325278,8.0,5,poly
MIX,PR,svc,std,2,0.9381343644272596,0.2,3,poly
MIX,PR,svc,std,2,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,std,2,0.9279845335911068,0.2,0,sigmoid
MIX,PR,svc,std,2,0.9410343160947318,0.2,4,poly
MIX,PR,svc,std,2,0.94296761720638,0.2,5,poly
MIX,PR,svc,std,2,0.971000483325278,1.0,3,poly
MIX,PR,svc,std,2,0.9758337361043984,1.0,0,rbf
MIX,PR,svc,std,2,0.9618173030449492,1.0,0,sigmoid
MIX,PR,svc,std,2,0.9656839052682455,1.0,4,poly
MIX,PR,svc,std,2,0.9623006283228612,1.0,5,poly
MIX,PR,svc,std,2,0.97390043499275,2.0,3,poly
MIX,PR,svc,std,2,0.9797003383276944,2.0,0,rbf
MIX,PR,svc,std,2,0.9647172547124214,2.0,0,sigmoid
MIX,PR,svc,std,2,0.971967133881102,2.0,4,poly
MIX,PR,svc,std,2,0.9690671822136298,2.0,5,poly
MIX,PR,svc,std,2,0.9758337361043984,8.0,3,poly
MIX,PR,svc,std,2,0.9826002899951668,8.0,0,rbf
MIX,PR,svc,std,2,0.9690671822136298,8.0,0,sigmoid
MIX,PR,svc,std,2,0.9743837602706622,8.0,4,poly
MIX,PR,svc,std,2,0.971967133881102,8.0,5,poly
MIX,PR,svc,std,3,0.9371677138714356,0.2,3,poly
MIX,PR,svc,std,3,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,std,3,0.9275012083131948,0.2,0,sigmoid
MIX,PR,svc,std,3,0.9410343160947318,0.2,4,poly
MIX,PR,svc,std,3,0.9424842919284678,0.2,5,poly
MIX,PR,svc,std,3,0.9681005316578056,1.0,3,poly
MIX,PR,svc,std,3,0.97390043499275,1.0,0,rbf
MIX,PR,svc,std,3,0.957467375543741,1.0,0,sigmoid
MIX,PR,svc,std,3,0.9642339294345096,1.0,4,poly
MIX,PR,svc,std,3,0.9598840019333011,1.0,5,poly
MIX,PR,svc,std,3,0.9748670855485742,2.0,3,poly
MIX,PR,svc,std,3,0.9811503141614306,2.0,0,rbf
MIX,PR,svc,std,3,0.9695505074915418,2.0,0,sigmoid
MIX,PR,svc,std,3,0.971000483325278,2.0,4,poly
MIX,PR,svc,std,3,0.9676172063798936,2.0,5,poly
MIX,PR,svc,std,3,0.9768003866602224,8.0,3,poly
MIX,PR,svc,std,3,0.9811503141614306,8.0,0,rbf
MIX,PR,svc,std,3,0.9652005799903336,8.0,0,sigmoid
MIX,PR,svc,std,3,0.973417109714838,8.0,4,poly
MIX,PR,svc,std,3,0.971000483325278,8.0,5,poly
MIX,PR,svc,std,4,0.9371677138714356,0.2,3,poly
MIX,PR,svc,std,4,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,std,4,0.9289511841469308,0.2,0,sigmoid
MIX,PR,svc,std,4,0.9395843402609956,0.2,4,poly
MIX,PR,svc,std,4,0.9415176413726438,0.2,5,poly
MIX,PR,svc,std,4,0.9661672305461576,1.0,3,poly
MIX,PR,svc,std,4,0.9748670855485742,1.0,0,rbf
MIX,PR,svc,std,4,0.9598840019333011,1.0,0,sigmoid
MIX,PR,svc,std,4,0.9623006283228612,1.0,4,poly
MIX,PR,svc,std,4,0.9594006766553892,1.0,5,poly
MIX,PR,svc,std,4,0.972933784436926,2.0,3,poly
MIX,PR,svc,std,4,0.9835669405509908,2.0,0,rbf
MIX,PR,svc,std,4,0.971000483325278,2.0,0,sigmoid
MIX,PR,svc,std,4,0.9676172063798936,2.0,4,poly
MIX,PR,svc,std,4,0.9656839052682455,2.0,5,poly
MIX,PR,svc,std,4,0.9748670855485742,8.0,3,poly
MIX,PR,svc,std,4,0.9845335911068148,8.0,0,rbf
MIX,PR,svc,std,4,0.9656839052682455,8.0,0,sigmoid
MIX,PR,svc,std,4,0.971967133881102,8.0,4,poly
MIX,PR,svc,std,4,0.9705171580473658,8.0,5,poly
MIX,PR,svc,minmax,1,0.931851135814403,0.2,3,poly
MIX,PR,svc,minmax,1,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,minmax,1,0.9275012083131948,0.2,0,sigmoid
MIX,PR,svc,minmax,1,0.9342677622039632,0.2,4,poly
MIX,PR,svc,minmax,1,0.9342677622039632,0.2,5,poly
MIX,PR,svc,minmax,1,0.9618173030449492,1.0,3,poly
MIX,PR,svc,minmax,1,0.97390043499275,1.0,0,rbf
MIX,PR,svc,minmax,1,0.9550507491541808,1.0,0,sigmoid
MIX,PR,svc,minmax,1,0.9540840985983567,1.0,4,poly
MIX,PR,svc,minmax,1,0.9468342194296762,1.0,5,poly
MIX,PR,svc,minmax,1,0.9801836636056066,2.0,3,poly
MIX,PR,svc,minmax,1,0.9830836152730787,2.0,0,rbf
MIX,PR,svc,minmax,1,0.9642339294345096,2.0,0,sigmoid
MIX,PR,svc,minmax,1,0.9676172063798936,2.0,4,poly
MIX,PR,svc,minmax,1,0.9594006766553892,2.0,5,poly
MIX,PR,svc,minmax,1,0.9855002416626388,8.0,3,poly
MIX,PR,svc,minmax,1,0.9845335911068148,8.0,0,rbf
MIX,PR,svc,minmax,1,0.9763170613823104,8.0,0,sigmoid
MIX,PR,svc,minmax,1,0.9835669405509908,8.0,4,poly
MIX,PR,svc,minmax,1,0.9787336877718704,8.0,5,poly
MIX,PR,svc,minmax,2,0.9333011116481392,0.2,3,poly
MIX,PR,svc,minmax,2,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,minmax,2,0.9275012083131948,0.2,0,sigmoid
MIX,PR,svc,minmax,2,0.9357177380376994,0.2,4,poly
MIX,PR,svc,minmax,2,0.9352344127597874,0.2,5,poly
MIX,PR,svc,minmax,2,0.9623006283228612,1.0,3,poly
MIX,PR,svc,minmax,2,0.9743837602706622,1.0,0,rbf
MIX,PR,svc,minmax,2,0.9603673272112132,1.0,0,sigmoid
MIX,PR,svc,minmax,2,0.9511841469308844,1.0,4,poly
MIX,PR,svc,minmax,2,0.9482841952634122,1.0,5,poly
MIX,PR,svc,minmax,2,0.9763170613823104,2.0,3,poly
MIX,PR,svc,minmax,2,0.9821169647172548,2.0,0,rbf
MIX,PR,svc,minmax,2,0.9676172063798936,2.0,0,sigmoid
MIX,PR,svc,minmax,2,0.9671338811019816,2.0,4,poly
MIX,PR,svc,minmax,2,0.958917351377477,2.0,5,poly
MIX,PR,svc,minmax,2,0.9840502658289028,8.0,3,poly
MIX,PR,svc,minmax,2,0.9855002416626388,8.0,0,rbf
MIX,PR,svc,minmax,2,0.97390043499275,8.0,0,sigmoid
MIX,PR,svc,minmax,2,0.9835669405509908,8.0,4,poly
MIX,PR,svc,minmax,2,0.9777670372160464,8.0,5,poly
MIX,PR,svc,minmax,3,0.9328177863702272,0.2,3,poly
MIX,PR,svc,minmax,3,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,minmax,3,0.9275012083131948,0.2,0,sigmoid
MIX,PR,svc,minmax,3,0.9328177863702272,0.2,4,poly
MIX,PR,svc,minmax,3,0.9333011116481392,0.2,5,poly
MIX,PR,svc,minmax,3,0.957950700821653,1.0,3,poly
MIX,PR,svc,minmax,3,0.97148380860319,1.0,0,rbf
MIX,PR,svc,minmax,3,0.9550507491541808,1.0,0,sigmoid
MIX,PR,svc,minmax,3,0.9497341710971484,1.0,4,poly
MIX,PR,svc,minmax,3,0.944900918318028,1.0,5,poly
MIX,PR,svc,minmax,3,0.9811503141614306,2.0,3,poly
MIX,PR,svc,minmax,3,0.9826002899951668,2.0,0,rbf
MIX,PR,svc,minmax,3,0.9598840019333011,2.0,0,sigmoid
MIX,PR,svc,minmax,3,0.9656839052682455,2.0,4,poly
MIX,PR,svc,minmax,3,0.9565007249879168,2.0,5,poly
MIX,PR,svc,minmax,3,0.9830836152730787,8.0,3,poly
MIX,PR,svc,minmax,3,0.9840502658289028,8.0,0,rbf
MIX,PR,svc,minmax,3,0.9753504108264862,8.0,0,sigmoid
MIX,PR,svc,minmax,3,0.9811503141614306,8.0,4,poly
MIX,PR,svc,minmax,3,0.9777670372160464,8.0,5,poly
MIX,PR,svc,minmax,4,0.9328177863702272,0.2,3,poly
MIX,PR,svc,minmax,4,0.9275012083131948,0.2,0,rbf
MIX,PR,svc,minmax,4,0.9275012083131948,0.2,0,sigmoid
MIX,PR,svc,minmax,4,0.9333011116481392,0.2,4,poly
MIX,PR,svc,minmax,4,0.9333011116481392,0.2,5,poly
MIX,PR,svc,minmax,4,0.9569840502658288,1.0,3,poly
MIX,PR,svc,minmax,4,0.972450459159014,1.0,0,rbf
MIX,PR,svc,minmax,4,0.9540840985983567,1.0,0,sigmoid
MIX,PR,svc,minmax,4,0.9502174963750604,1.0,4,poly
MIX,PR,svc,minmax,4,0.9468342194296762,1.0,5,poly
MIX,PR,svc,minmax,4,0.9787336877718704,2.0,3,poly
MIX,PR,svc,minmax,4,0.9830836152730787,2.0,0,rbf
MIX,PR,svc,minmax,4,0.9666505558240696,2.0,0,sigmoid
MIX,PR,svc,minmax,4,0.9676172063798936,2.0,4,poly
MIX,PR,svc,minmax,4,0.957950700821653,2.0,5,poly
MIX,PR,svc,minmax,4,0.9845335911068148,8.0,3,poly
MIX,PR,svc,minmax,4,0.9850169163847268,8.0,0,rbf
MIX,PR,svc,minmax,4,0.971000483325278,8.0,0,sigmoid
MIX,PR,svc,minmax,4,0.9830836152730787,8.0,4,poly
MIX,PR,svc,minmax,4,0.9758337361043984,8.0,5,poly
PC,RT,svc,std,1,0.7453565008987417,0.2,3,poly
PC,RT,svc,std,1,0.7699221090473337,0.2,0,rbf
PC,RT,svc,std,1,0.7273816656680647,0.2,0,sigmoid
PC,RT,svc,std,1,0.7456560814859197,0.2,4,poly
PC,RT,svc,std,1,0.7474535650089874,0.2,5,poly
PC,RT,svc,std,1,0.798382264829239,1.0,3,poly
PC,RT,svc,std,1,0.8615937687237867,1.0,0,rbf
PC,RT,svc,std,1,0.6986219292989815,1.0,0,sigmoid
PC,RT,svc,std,1,0.7786099460754943,1.0,4,poly
PC,RT,svc,std,1,0.7702216896345117,1.0,5,poly
PC,RT,svc,std,1,0.8400239664469742,2.0,3,poly
PC,RT,svc,std,1,0.8828639904134212,2.0,0,rbf
PC,RT,svc,std,1,0.6794487717195926,2.0,0,sigmoid
PC,RT,svc,std,1,0.8055721989215099,2.0,4,poly
PC,RT,svc,std,1,0.7896944278010785,2.0,5,poly
PC,RT,svc,std,1,0.9005392450569203,8.0,3,poly
PC,RT,svc,std,1,0.9164170161773516,8.0,0,rbf
PC,RT,svc,std,1,0.6557819053325344,8.0,0,sigmoid
PC,RT,svc,std,1,0.8609946075494308,8.0,4,poly
PC,RT,svc,std,1,0.8307369682444578,8.0,5,poly
PC,RT,svc,std,2,0.7447573397243858,0.2,3,poly
PC,RT,svc,std,2,0.780407429598562,0.2,0,rbf
PC,RT,svc,std,2,0.7279808268424206,0.2,0,sigmoid
PC,RT,svc,std,2,0.7471539844218095,0.2,4,poly
PC,RT,svc,std,2,0.7486518873576993,0.2,5,poly
PC,RT,svc,std,2,0.7905931695626124,1.0,3,poly
PC,RT,svc,std,2,0.8568004793289394,1.0,0,rbf
PC,RT,svc,std,2,0.6764529658478131,1.0,0,sigmoid
PC,RT,svc,std,2,0.7750149790293589,1.0,4,poly
PC,RT,svc,std,2,0.7696225284601558,1.0,5,poly
PC,RT,svc,std,2,0.8304373876572798,2.0,3,poly
PC,RT,svc,std,2,0.8807669263031755,2.0,0,rbf
PC,RT,svc,std,2,0.6683642899940084,2.0,0,sigmoid
PC,RT,svc,std,2,0.8004793289394847,2.0,4,poly
PC,RT,svc,std,2,0.7887956860395446,2.0,5,poly
PC,RT,svc,std,2,0.8918514080287597,8.0,3,poly
PC,RT,svc,std,2,0.9131216297183944,8.0,0,rbf
PC,RT,svc,std,2,0.658478130617136,8.0,0,sigmoid
PC,RT,svc,std,2,0.8541042540443379,8.0,4,poly
PC,RT,svc,std,2,0.8217495506291193,8.0,5,poly
PC,RT,svc,std,3,0.74415817855003,0.2,3,poly
PC,RT,svc,std,3,0.7893948472139005,0.2,0,rbf
PC,RT,svc,std,3,0.7333732774116237,0.2,0,sigmoid
PC,RT,svc,std,3,0.7435590173756741,0.2,4,poly
PC,RT,svc,std,3,0.74415817855003,0.2,5,poly
PC,RT,svc,std,3,0.7911923307369683,1.0,3,poly
PC,RT,svc,std,3,0.8562013181545836,1.0,0,rbf
PC,RT,svc,std,3,0.6953265428400239,1.0,0,sigmoid
PC,RT,svc,std,3,0.7708208508088675,1.0,4,poly
PC,RT,svc,std,3,0.761833433193529,1.0,5,poly
PC,RT,svc,std,3,0.8286399041342121,2.0,3,poly
PC,RT,svc,std,3,0.8768723786698622,2.0,0,rbf
PC,RT,svc,std,3,0.6809466746554823,2.0,0,sigmoid
PC,RT,svc,std,3,0.7971839424805273,2.0,4,poly
PC,RT,svc,std,3,0.7810065907729179,2.0,5,poly
PC,RT,svc,std,3,0.890053924505692,8.0,3,poly
PC,RT,svc,std,3,0.9131216297183944,8.0,0,rbf
PC,RT,svc,std,3,0.6698621929298981,8.0,0,sigmoid
PC,RT,svc,std,3,0.8532055122828041,8.0,4,poly
PC,RT,svc,std,3,0.816956261234272,8.0,5,poly
PC,RT,svc,std,4,0.7471539844218095,0.2,3,poly
PC,RT,svc,std,4,0.7828040742959856,0.2,0,rbf
PC,RT,svc,std,4,0.7357699221090473,0.2,0,sigmoid
PC,RT,svc,std,4,0.7453565008987417,0.2,4,poly
PC,RT,svc,std,4,0.7480527261833433,0.2,5,poly
PC,RT,svc,std,4,0.7884961054523667,1.0,3,poly
PC,RT,svc,std,4,0.8562013181545836,1.0,0,rbf
PC,RT,svc,std,4,0.6908328340323547,1.0,0,sigmoid
PC,RT,svc,std,4,0.7786099460754943,1.0,4,poly
PC,RT,svc,std,4,0.7699221090473337,1.0,5,poly
PC,RT,svc,std,4,0.8313361294188136,2.0,3,poly
PC,RT,svc,std,4,0.8765727980826843,2.0,0,rbf
PC,RT,svc,std,4,0.676752546434991,2.0,0,sigmoid
PC,RT,svc,std,4,0.8001797483523068,2.0,4,poly
PC,RT,svc,std,4,0.7875973636908329,2.0,5,poly
PC,RT,svc,std,4,0.889754343918514,8.0,3,poly
PC,RT,svc,std,4,0.9077291791491912,8.0,0,rbf
PC,RT,svc,std,4,0.658478130617136,8.0,0,sigmoid
PC,RT,svc,std,4,0.8541042540443379,8.0,4,poly
PC,RT,svc,std,4,0.8253445176752546,8.0,5,poly
PC,RT,svc,minmax,1,0.7834032354703415,0.2,3,poly
PC,RT,svc,minmax,1,0.7414619532654284,0.2,0,rbf
PC,RT,svc,minmax,1,0.6153385260635111,0.2,0,sigmoid
PC,RT,svc,minmax,1,0.8001797483523068,0.2,4,poly
PC,RT,svc,minmax,1,0.8181545835829839,0.2,5,poly
PC,RT,svc,minmax,1,0.8481126423007789,1.0,3,poly
PC,RT,svc,minmax,1,0.8259436788496105,1.0,0,rbf
PC,RT,svc,minmax,1,0.5769922109047334,1.0,0,sigmoid
PC,RT,svc,minmax,1,0.8783702816057519,1.0,4,poly
PC,RT,svc,minmax,1,0.8918514080287597,1.0,5,poly
PC,RT,svc,minmax,1,0.8747753145596165,2.0,3,poly
PC,RT,svc,minmax,1,0.853505092869982,2.0,0,rbf
PC,RT,svc,minmax,1,0.5707010185739964,2.0,0,sigmoid
PC,RT,svc,minmax,1,0.8945476333133613,2.0,4,poly
PC,RT,svc,minmax,1,0.9077291791491912,2.0,5,poly
PC,RT,svc,minmax,1,0.9044337926902336,8.0,3,poly
PC,RT,svc,minmax,1,0.8933493109646495,8.0,0,rbf
PC,RT,svc,minmax,1,0.5659077291791492,8.0,0,sigmoid
PC,RT,svc,minmax,1,0.9158178550029958,8.0,4,poly
PC,RT,svc,minmax,1,0.91521869382864,8.0,5,poly
PC,RT,svc,minmax,2,0.7816057519472738,0.2,3,poly
PC,RT,svc,minmax,2,0.7477531455961653,0.2,0,rbf
PC,RT,svc,minmax,2,0.6177351707609346,0.2,0,sigmoid
PC,RT,svc,minmax,2,0.7986818454164171,0.2,4,poly
PC,RT,svc,minmax,2,0.8118633912522468,0.2,5,poly
PC,RT,svc,minmax,2,0.8529059316956261,1.0,3,poly
PC,RT,svc,minmax,2,0.8274415817855003,1.0,0,rbf
PC,RT,svc,minmax,2,0.5805871779508688,1.0,0,sigmoid
PC,RT,svc,minmax,2,0.8774715398442181,1.0,4,poly
PC,RT,svc,minmax,2,0.8927501497902935,1.0,5,poly
PC,RT,svc,minmax,2,0.8729778310365488,2.0,3,poly
PC,RT,svc,minmax,2,0.8508088675853804,2.0,0,rbf
PC,RT,svc,minmax,2,0.5713001797483523,2.0,0,sigmoid
PC,RT,svc,minmax,2,0.8933493109646495,2.0,4,poly
PC,RT,svc,minmax,2,0.9041342121030556,2.0,5,poly
PC,RT,svc,minmax,2,0.9017375674056322,8.0,3,poly
PC,RT,svc,minmax,2,0.8918514080287597,8.0,0,rbf
PC,RT,svc,minmax,2,0.5680047932893948,8.0,0,sigmoid
PC,RT,svc,minmax,2,0.914020371479928,8.0,4,poly
PC,RT,svc,minmax,2,0.9179149191132414,8.0,5,poly
PC,RT,svc,minmax,3,0.7881965248651888,0.2,3,poly
PC,RT,svc,minmax,3,0.762133013780707,0.2,0,rbf
PC,RT,svc,minmax,3,0.6138406231276213,0.2,0,sigmoid
PC,RT,svc,minmax,3,0.8082684242061114,0.2,4,poly
PC,RT,svc,minmax,3,0.8202516476932294,0.2,5,poly
PC,RT,svc,minmax,3,0.8505092869982025,1.0,3,poly
PC,RT,svc,minmax,3,0.8319352905931695,1.0,0,rbf
PC,RT,svc,minmax,3,0.5718993409227082,1.0,0,sigmoid
PC,RT,svc,minmax,3,0.8738765727980827,1.0,4,poly
PC,RT,svc,minmax,3,0.890053924505692,1.0,5,poly
PC,RT,svc,minmax,3,0.8690832834032355,2.0,3,poly
PC,RT,svc,minmax,3,0.8523067705212702,2.0,0,rbf
PC,RT,svc,minmax,3,0.5665068903535051,2.0,0,sigmoid
PC,RT,svc,minmax,3,0.8924505692031156,2.0,4,poly
PC,RT,svc,minmax,3,0.9071300179748352,2.0,5,poly
PC,RT,svc,minmax,3,0.9005392450569203,8.0,3,poly
PC,RT,svc,minmax,3,0.8891551827441582,8.0,0,rbf
PC,RT,svc,minmax,3,0.5617136009586579,8.0,0,sigmoid
PC,RT,svc,minmax,3,0.915518274415818,8.0,4,poly
PC,RT,svc,minmax,3,0.9191132414619532,8.0,5,poly
PC,RT,svc,minmax,4,0.7777112043139605,0.2,3,poly
PC,RT,svc,minmax,4,0.7564409826243259,0.2,0,rbf
PC,RT,svc,minmax,4,0.6156381066506891,0.2,0,sigmoid
PC,RT,svc,minmax,4,0.7980826842420611,0.2,4,poly
PC,RT,svc,minmax,4,0.81725584182145,0.2,5,poly
PC,RT,svc,minmax,4,0.8448172558418214,1.0,3,poly
PC,RT,svc,minmax,4,0.8274415817855003,1.0,0,rbf
PC,RT,svc,minmax,4,0.5778909526662672,1.0,0,sigmoid
PC,RT,svc,minmax,4,0.8798681845416417,1.0,4,poly
PC,RT,svc,minmax,4,0.8942480527261834,1.0,5,poly
PC,RT,svc,minmax,4,0.8759736369083283,2.0,3,poly
PC,RT,svc,minmax,4,0.8478130617136009,2.0,0,rbf
PC,RT,svc,minmax,4,0.5721989215098862,2.0,0,sigmoid
PC,RT,svc,minmax,4,0.8936488915518275,2.0,4,poly
PC,RT,svc,minmax,4,0.9014379868184542,2.0,5,poly
PC,RT,svc,minmax,4,0.8984421809466746,8.0,3,poly
PC,RT,svc,minmax,4,0.8909526662672259,8.0,0,rbf
PC,RT,svc,minmax,4,0.566806470940683,8.0,0,sigmoid
PC,RT,svc,minmax,4,0.9077291791491912,8.0,4,poly
PC,RT,svc,minmax,4,0.9158178550029958,8.0,5,poly
ECFP4,RT,svc,std,1,0.7366686638705812,0.2,3,poly
ECFP4,RT,svc,std,1,0.7267825044937088,0.2,0,rbf
ECFP4,RT,svc,std,1,0.7675254643499101,0.2,0,sigmoid
ECFP4,RT,svc,std,1,0.738166566806471,0.2,4,poly
ECFP4,RT,svc,std,1,0.7411623726782505,0.2,5,poly
ECFP4,RT,svc,std,1,0.8825644098262433,1.0,3,poly
ECFP4,RT,svc,std,1,0.9307968843618932,1.0,0,rbf
ECFP4,RT,svc,std,1,0.8741761533852607,1.0,0,sigmoid
ECFP4,RT,svc,std,1,0.8445176752546435,1.0,4,poly
ECFP4,RT,svc,std,1,0.8211503894547634,1.0,5,poly
ECFP4,RT,svc,std,1,0.9248052726183345,2.0,3,poly
ECFP4,RT,svc,std,1,0.9526662672258838,2.0,0,rbf
ECFP4,RT,svc,std,1,0.8648891551827441,2.0,0,sigmoid
ECFP4,RT,svc,std,1,0.8990413421210306,2.0,4,poly
ECFP4,RT,svc,std,1,0.8759736369083283,2.0,5,poly
ECFP4,RT,svc,std,1,0.9430796884361894,8.0,3,poly
ECFP4,RT,svc,std,1,0.956860395446375,8.0,0,rbf
ECFP4,RT,svc,std,1,0.8343319352905931,8.0,0,sigmoid
ECFP4,RT,svc,std,1,0.9248052726183345,8.0,4,poly
ECFP4,RT,svc,std,1,0.9137207908927502,8.0,5,poly
ECFP4,RT,svc,std,2,0.738166566806471,0.2,3,poly
ECFP4,RT,svc,std,2,0.7297783103654883,0.2,0,rbf
ECFP4,RT,svc,std,2,0.7717195925704015,0.2,0,sigmoid
ECFP4,RT,svc,std,2,0.7384661473936489,0.2,4,poly
ECFP4,RT,svc,std,2,0.7405632115038946,0.2,5,poly
ECFP4,RT,svc,std,2,0.8882564409826244,1.0,3,poly
ECFP4,RT,svc,std,2,0.9292989814260036,1.0,0,rbf
ECFP4,RT,svc,std,2,0.8726782504493709,1.0,0,sigmoid
ECFP4,RT,svc,std,2,0.8460155781905333,1.0,4,poly
ECFP4,RT,svc,std,2,0.823247453565009,1.0,5,poly
ECFP4,RT,svc,std,2,0.92690233672858,2.0,3,poly
ECFP4,RT,svc,std,2,0.9490713001797484,2.0,0,rbf
ECFP4,RT,svc,std,2,0.8738765727980827,2.0,0,sigmoid
ECFP4,RT,svc,std,2,0.9002396644697424,2.0,4,poly
ECFP4,RT,svc,std,2,0.871779508687837,2.0,5,poly
ECFP4,RT,svc,std,2,0.9379868184541642,8.0,3,poly
ECFP4,RT,svc,std,2,0.9529658478130616,8.0,0,rbf
ECFP4,RT,svc,std,2,0.8424206111443978,8.0,0,sigmoid
ECFP4,RT,svc,std,2,0.927201917315758,8.0,4,poly
ECFP4,RT,svc,std,2,0.9125224685440384,8.0,5,poly
ECFP4,RT,svc,std,3,0.7390653085680048,0.2,3,poly
ECFP4,RT,svc,std,3,0.731276213301378,0.2,0,rbf
ECFP4,RT,svc,std,3,0.7771120431396046,0.2,0,sigmoid
ECFP4,RT,svc,std,3,0.738166566806471,0.2,4,poly
ECFP4,RT,svc,std,3,0.7405632115038946,0.2,5,poly
ECFP4,RT,svc,std,3,0.8819652486518874,1.0,3,poly
ECFP4,RT,svc,std,3,0.9295985620131816,1.0,0,rbf
ECFP4,RT,svc,std,3,0.8669862192929898,1.0,0,sigmoid
ECFP4,RT,svc,std,3,0.8451168364289994,1.0,4,poly
ECFP4,RT,svc,std,3,0.8226482923906531,1.0,5,poly
ECFP4,RT,svc,std,3,0.9227082085080888,2.0,3,poly
ECFP4,RT,svc,std,3,0.9475733972438586,2.0,0,rbf
ECFP4,RT,svc,std,3,0.8651887357699221,2.0,0,sigmoid
ECFP4,RT,svc,std,3,0.8993409227082085,2.0,4,poly
ECFP4,RT,svc,std,3,0.8759736369083283,2.0,5,poly
ECFP4,RT,svc,std,3,0.939185140802876,8.0,3,poly
ECFP4,RT,svc,std,3,0.95176752546435,8.0,0,rbf
ECFP4,RT,svc,std,3,0.8397243858597963,8.0,0,sigmoid
ECFP4,RT,svc,std,3,0.9251048532055124,8.0,4,poly
ECFP4,RT,svc,std,3,0.9125224685440384,8.0,5,poly
ECFP4,RT,svc,std,4,0.7357699221090473,0.2,3,poly
ECFP4,RT,svc,std,4,0.7246854403834632,0.2,0,rbf
ECFP4,RT,svc,std,4,0.774715398442181,0.2,0,sigmoid
ECFP4,RT,svc,std,4,0.737866986219293,0.2,4,poly
ECFP4,RT,svc,std,4,0.7387657279808268,0.2,5,poly
ECFP4,RT,svc,std,4,0.8834631515877771,1.0,3,poly
ECFP4,RT,svc,std,4,0.9245056920311564,1.0,0,rbf
ECFP4,RT,svc,std,4,0.8732774116237267,1.0,0,sigmoid
ECFP4,RT,svc,std,4,0.8367285799880168,1.0,4,poly
ECFP4,RT,svc,std,4,0.8139604553624925,1.0,5,poly
ECFP4,RT,svc,std,4,0.9284002396644696,2.0,3,poly
ECFP4,RT,svc,std,4,0.9469742360695028,2.0,0,rbf
ECFP4,RT,svc,std,4,0.8681845416417017,2.0,0,sigmoid
ECFP4,RT,svc,std,4,0.8975434391851408,2.0,4,poly
ECFP4,RT,svc,std,4,0.8690832834032355,2.0,5,poly
ECFP4,RT,svc,std,4,0.9427801078490112,8.0,3,poly
ECFP4,RT,svc,std,4,0.951467944877172,8.0,0,rbf
ECFP4,RT,svc,std,4,0.8394248052726183,8.0,0,sigmoid
ECFP4,RT,svc,std,4,0.926303175554224,8.0,4,poly
ECFP4,RT,svc,std,4,0.914020371479928,8.0,5,poly
ECFP4,RT,svc,minmax,1,0.7567405632115038,0.2,3,poly
ECFP4,RT,svc,minmax,1,0.7429598562013181,0.2,0,rbf
ECFP4,RT,svc,minmax,1,0.7597363690832835,0.2,0,sigmoid
ECFP4,RT,svc,minmax,1,0.7534451767525464,0.2,4,poly
ECFP4,RT,svc,minmax,1,0.7531455961653685,0.2,5,poly
ECFP4,RT,svc,minmax,1,0.9281006590772918,1.0,3,poly
ECFP4,RT,svc,minmax,1,0.9230077890952666,1.0,0,rbf
ECFP4,RT,svc,minmax,1,0.8591971240263631,1.0,0,sigmoid
ECFP4,RT,svc,minmax,1,0.90203714799281,1.0,4,poly
ECFP4,RT,svc,minmax,1,0.8681845416417017,1.0,5,poly
ECFP4,RT,svc,minmax,1,0.9538645895745956,2.0,3,poly
ECFP4,RT,svc,minmax,1,0.95026962252846,2.0,0,rbf
ECFP4,RT,svc,minmax,1,0.8579988016776513,2.0,0,sigmoid
ECFP4,RT,svc,minmax,1,0.9439784301977232,2.0,4,poly
ECFP4,RT,svc,minmax,1,0.9167165967645295,2.0,5,poly
ECFP4,RT,svc,minmax,1,0.9598562013181546,8.0,3,poly
ECFP4,RT,svc,minmax,1,0.9595566207309766,8.0,0,rbf
ECFP4,RT,svc,minmax,1,0.8184541641701618,8.0,0,sigmoid
ECFP4,RT,svc,minmax,1,0.956860395446375,8.0,4,poly
ECFP4,RT,svc,minmax,1,0.9445775913720792,8.0,5,poly
ECFP4,RT,svc,minmax,2,0.7564409826243259,0.2,3,poly
ECFP4,RT,svc,minmax,2,0.750149790293589,0.2,0,rbf
ECFP4,RT,svc,minmax,2,0.7654284002396645,0.2,0,sigmoid
ECFP4,RT,svc,minmax,2,0.7531455961653685,0.2,4,poly
ECFP4,RT,svc,minmax,2,0.7549430796884362,0.2,5,poly
ECFP4,RT,svc,minmax,2,0.9301977231875376,1.0,3,poly
ECFP4,RT,svc,minmax,2,0.9224086279209108,1.0,0,rbf
ECFP4,RT,svc,minmax,2,0.8606950269622529,1.0,0,sigmoid
ECFP4,RT,svc,minmax,2,0.9098262432594368,1.0,4,poly
ECFP4,RT,svc,minmax,2,0.8810665068903535,1.0,5,poly
ECFP4,RT,svc,minmax,2,0.9532654284002396,2.0,3,poly
