Model,Enzyme,Descriptor,Phase,PRC,REC,ACC,F1-Score,AUC,MCC
SVC,HIV-1 IN,PC,Train,0.4871794871794871,0.2397476340694006,0.5440340909090909,0.321353065539112,0.5165146439080854,0.039566874425879
SVC,HIV-1 IN,PC,Validation,0.4827586206896552,0.2641509433962264,0.5404255319148936,0.3414634146341463,0.5157964019306713,0.0364615669816087
SVC,HIV-1 IN,PC,Test,0.4175824175824176,0.1751152073732718,0.5063829787234042,0.2467532467532467,0.4828145206826833,-0.043365211763982
SVC,HIV-1 IN,PC,Train,0.4779661016949152,0.222397476340694,0.5404829545454546,0.3035522066738428,0.51171553403598,0.0286449853762635
SVC,HIV-1 IN,PC,Validation,0.4857142857142857,0.240566037735849,0.5425531914893617,0.3217665615141956,0.5156318560772267,0.0373488509536349
SVC,HIV-1 IN,PC,Test,0.4418604651162791,0.1751152073732718,0.5170212765957447,0.2508250825082508,0.4926959436075845,-0.0188351638680388
SVC,HIV-1 IN,PC,Train,0.8157894736842105,0.0488188976377952,0.5663591199432222,0.0921248142644873,0.5198874849946081,0.122167778834072
SVC,HIV-1 IN,PC,Validation,0.9166666666666666,0.0521327014218009,0.5714285714285714,0.0986547085201793,0.5241283662147764,0.1520408430651537
SVC,HIV-1 IN,PC,Test,0.9333333333333332,0.064516129032258,0.5659574468085107,0.1206896551724138,0.5302817799311488,0.1717711385404379
SVC,HIV-1 IN,PC,Train,0.547945205479452,0.1889763779527559,0.5642299503193754,0.2810304449648712,0.530534700604285,0.0838659105540106
SVC,HIV-1 IN,PC,Validation,0.4027777777777778,0.1374407582938388,0.5202558635394456,0.2049469964664311,0.4853870458135861,-0.0403327279886227
SVC,HIV-1 IN,PC,Test,0.4915254237288136,0.1336405529953917,0.5361702127659574,0.2101449275362318,0.5075317389482887,0.022665664984492
