model,enzyme,descriptor,scaler,split,signature,phase,precision,recall,accuracy,f1 score,auc,mcc,descriptor_int,phase_int
knn,IN,PC,minmax,1,10-uniform-ball_tree,train,0.4636075949367088,0.4621451104100946,0.5170454545454546,0.4628751974723539,0.5120803071430319,0.0241676087535806,1,1
knn,IN,PC,minmax,1,10-uniform-ball_tree,validation,0.4389140271493212,0.4575471698113207,0.4914893617021276,0.4480369515011547,0.4884635073862805,-0.0230030678840089,1,2
knn,IN,PC,minmax,1,10-uniform-ball_tree,test,0.4659685863874345,0.4101382488479262,0.5106382978723404,0.4362745098039216,0.5034880967559789,0.007080922827612,1,3
knn,IN,PC,minmax,2,10-uniform-ball_tree,train,0.4518518518518518,0.3848580441640378,0.5127840909090909,0.4156729131175468,0.5012145517977812,0.0024854464105432,1,1
knn,IN,PC,minmax,2,10-uniform-ball_tree,validation,0.4139784946236559,0.3632075471698113,0.4808510638297872,0.3869346733668342,0.4703634635073863,-0.0603142018283206,1,2
knn,IN,PC,minmax,2,10-uniform-ball_tree,test,0.406060606060606,0.3087557603686636,0.4723404255319149,0.3507853403141361,0.4607019908562685,-0.0820916114221168,1,3
knn,IN,PC,minmax,3,10-uniform-ball_tree,train,0.4547169811320755,0.3795275590551181,0.5152590489709014,0.4137339055793991,0.5030712730676108,0.0063091869696284,1,1
knn,IN,PC,minmax,3,10-uniform-ball_tree,validation,0.4846625766871165,0.3744075829383886,0.5394456289978679,0.4224598930481283,0.5244130937947757,0.0510093019707794,1,2
knn,IN,PC,minmax,3,10-uniform-ball_tree,test,0.4415584415584415,0.3133640552995391,0.5,0.3665768194070081,0.4867215533414691,-0.0282074284203443,1,3
knn,IN,PC,minmax,4,10-uniform-ball_tree,train,0.4761904761904761,0.4881889763779528,0.5273243435060326,0.4821150855365474,0.5238102504628782,0.0475254464602703,1,1
knn,IN,PC,minmax,4,10-uniform-ball_tree,validation,0.4746543778801843,0.4881516587677725,0.5266524520255863,0.4813084112149532,0.5231455968257467,0.046186954115676,1,2
knn,IN,PC,minmax,4,10-uniform-ball_tree,test,0.485,0.4470046082949309,0.5255319148936171,0.4652278177458033,0.519944991894501,0.0402213929851401,1,3
knn,IN,PC,minmax,1,10-uniform-brute,train,0.4636075949367088,0.4621451104100946,0.5170454545454546,0.4628751974723539,0.5120803071430319,0.0241676087535806,1,1
knn,IN,PC,minmax,1,10-uniform-brute,validation,0.4389140271493212,0.4575471698113207,0.4914893617021276,0.4480369515011547,0.4884635073862805,-0.0230030678840089,1,2
knn,IN,PC,minmax,1,10-uniform-brute,test,0.4659685863874345,0.4101382488479262,0.5106382978723404,0.4362745098039216,0.5034880967559789,0.007080922827612,1,3
knn,IN,PC,minmax,2,10-uniform-brute,train,0.4518518518518518,0.3848580441640378,0.5127840909090909,0.4156729131175468,0.5012145517977812,0.0024854464105432,1,1
knn,IN,PC,minmax,2,10-uniform-brute,validation,0.4139784946236559,0.3632075471698113,0.4808510638297872,0.3869346733668342,0.4703634635073863,-0.0603142018283206,1,2
knn,IN,PC,minmax,2,10-uniform-brute,test,0.406060606060606,0.3087557603686636,0.4723404255319149,0.3507853403141361,0.4607019908562685,-0.0820916114221168,1,3
knn,IN,PC,minmax,3,10-uniform-brute,train,0.4547169811320755,0.3795275590551181,0.5152590489709014,0.4137339055793991,0.5030712730676108,0.0063091869696284,1,1
knn,IN,PC,minmax,3,10-uniform-brute,validation,0.4846625766871165,0.3744075829383886,0.5394456289978679,0.4224598930481283,0.5244130937947757,0.0510093019707794,1,2
knn,IN,PC,minmax,3,10-uniform-brute,test,0.4415584415584415,0.3133640552995391,0.5,0.3665768194070081,0.4867215533414691,-0.0282074284203443,1,3
knn,IN,PC,minmax,4,10-uniform-brute,train,0.4761904761904761,0.4881889763779528,0.5273243435060326,0.4821150855365474,0.5238102504628782,0.0475254464602703,1,1
knn,IN,PC,minmax,4,10-uniform-brute,validation,0.4746543778801843,0.4881516587677725,0.5266524520255863,0.4813084112149532,0.5231455968257467,0.046186954115676,1,2
knn,IN,PC,minmax,4,10-uniform-brute,test,0.485,0.4470046082949309,0.5255319148936171,0.4652278177458033,0.519944991894501,0.0402213929851401,1,3
knn,IN,PC,minmax,1,10-uniform-kd_tree,train,0.4636075949367088,0.4621451104100946,0.5170454545454546,0.4628751974723539,0.5120803071430319,0.0241676087535806,1,1
knn,IN,PC,minmax,1,10-uniform-kd_tree,validation,0.4389140271493212,0.4575471698113207,0.4914893617021276,0.4480369515011547,0.4884635073862805,-0.0230030678840089,1,2
knn,IN,PC,minmax,1,10-uniform-kd_tree,test,0.4659685863874345,0.4101382488479262,0.5106382978723404,0.4362745098039216,0.5034880967559789,0.007080922827612,1,3
knn,IN,PC,minmax,2,10-uniform-kd_tree,train,0.4518518518518518,0.3848580441640378,0.5127840909090909,0.4156729131175468,0.5012145517977812,0.0024854464105432,1,1
knn,IN,PC,minmax,2,10-uniform-kd_tree,validation,0.4139784946236559,0.3632075471698113,0.4808510638297872,0.3869346733668342,0.4703634635073863,-0.0603142018283206,1,2
knn,IN,PC,minmax,2,10-uniform-kd_tree,test,0.406060606060606,0.3087557603686636,0.4723404255319149,0.3507853403141361,0.4607019908562685,-0.0820916114221168,1,3
knn,IN,PC,minmax,3,10-uniform-kd_tree,train,0.4547169811320755,0.3795275590551181,0.5152590489709014,0.4137339055793991,0.5030712730676108,0.0063091869696284,1,1
knn,IN,PC,minmax,3,10-uniform-kd_tree,validation,0.4846625766871165,0.3744075829383886,0.5394456289978679,0.4224598930481283,0.5244130937947757,0.0510093019707794,1,2
knn,IN,PC,minmax,3,10-uniform-kd_tree,test,0.4415584415584415,0.3133640552995391,0.5,0.3665768194070081,0.4867215533414691,-0.0282074284203443,1,3
knn,IN,PC,minmax,4,10-uniform-kd_tree,train,0.4761904761904761,0.4881889763779528,0.5273243435060326,0.4821150855365474,0.5238102504628782,0.0475254464602703,1,1
knn,IN,PC,minmax,4,10-uniform-kd_tree,validation,0.4746543778801843,0.4881516587677725,0.5266524520255863,0.4813084112149532,0.5231455968257467,0.046186954115676,1,2
knn,IN,PC,minmax,4,10-uniform-kd_tree,test,0.485,0.4470046082949309,0.5255319148936171,0.4652278177458033,0.519944991894501,0.0402213929851401,1,3
knn,IN,PC,minmax,1,5-distance-auto,train,0.4617647058823529,0.4952681388012618,0.5127840909090909,0.4779299847792998,0.5111999608734992,0.0223018794737207,1,1
knn,IN,PC,minmax,1,5-distance-auto,validation,0.4217391304347826,0.4575471698113207,0.4723404255319149,0.4389140271493212,0.4710216469211642,-0.0576915144778704,1,2
knn,IN,PC,minmax,1,5-distance-auto,test,0.4396135265700483,0.4193548387096774,0.4851063829787234,0.4292452830188679,0.4804284074971312,-0.0393082075966665,1,3
knn,IN,PC,minmax,2,5-distance-auto,train,0.4568452380952381,0.4842271293375394,0.5085227272727273,0.4701378254211332,0.5063254509736792,0.0126012333892912,1,1
knn,IN,PC,minmax,2,5-distance-auto,validation,0.4299065420560747,0.4339622641509434,0.4851063829787234,0.431924882629108,0.48054702354834,-0.038874692865262,1,2
knn,IN,PC,minmax,2,5-distance-auto,test,0.4422110552763819,0.4055299539170507,0.4893617021276595,0.4230769230769231,0.4833973880257191,-0.0335031280709718,1,3
knn,IN,PC,minmax,3,5-distance-auto,train,0.4528301886792453,0.415748031496063,0.5102909865152591,0.4334975369458128,0.5018016643268428,0.0036402978331233,1,1
knn,IN,PC,minmax,3,5-distance-auto,validation,0.4569892473118279,0.4028436018957346,0.5159914712153518,0.4282115869017632,0.5056853668393402,0.0115635152777569,1,2
knn,IN,PC,minmax,3,5-distance-auto,test,0.4058823529411764,0.3179723502304147,0.4702127659574468,0.3565891472868217,0.4593814320322034,-0.0842868149939155,1,3
knn,IN,PC,minmax,4,5-distance-auto,train,0.4325925925925926,0.4598425196850393,0.4847409510290986,0.4458015267175572,0.482505239170685,-0.0348494101609028,1,1
knn,IN,PC,minmax,4,5-distance-auto,validation,0.4646017699115044,0.4976303317535545,0.5159914712153518,0.4805491990846682,0.5143190418457695,0.0285126562467653,1,2
knn,IN,PC,minmax,4,5-distance-auto,test,0.4407582938388625,0.4285714285714285,0.4851063829787234,0.4345794392523364,0.4810841332580463,-0.0379188588811162,1,3
knn,IN,PC,minmax,1,5-distance-ball_tree,train,0.4617647058823529,0.4952681388012618,0.5127840909090909,0.4779299847792998,0.5111999608734992,0.0223018794737207,1,1
knn,IN,PC,minmax,1,5-distance-ball_tree,validation,0.4217391304347826,0.4575471698113207,0.4723404255319149,0.4389140271493212,0.4710216469211642,-0.0576915144778704,1,2
knn,IN,PC,minmax,1,5-distance-ball_tree,test,0.4396135265700483,0.4193548387096774,0.4851063829787234,0.4292452830188679,0.4804284074971312,-0.0393082075966665,1,3
knn,IN,PC,minmax,2,5-distance-ball_tree,train,0.4568452380952381,0.4842271293375394,0.5085227272727273,0.4701378254211332,0.5063254509736792,0.0126012333892912,1,1
knn,IN,PC,minmax,2,5-distance-ball_tree,validation,0.4299065420560747,0.4339622641509434,0.4851063829787234,0.431924882629108,0.48054702354834,-0.038874692865262,1,2
